Nom	FreqN	SourceN	BigramN	Score_etym	ClSem_p	ClSem_h	ClSem_c	ClSem_a	Score_p	Score_h	Score_c	Score_a	SyllN	AccSyllN	AccZal	ClFlex	ClFlexZal	Genre	AllomV	AllomC	Segment	Adjectif	Context	FreqA	Radical	DPhoR	SuffDerA
монета	11365	autre	#м мо он не ет та а#	0.3833016317559545	0	0	c	0	0.2276983842844972	0.2841207853751283	0.5032222630123357	0.5098102942110632	3	ad	a	II	1	f	0	0	0	монетный		915	монет	cDent	n
таганрог	2107	autre	#т та аг га ан нр ро ог г#	-1.7863761655344963	p	0	0	0	0.6634492781430354	0.2199292535311015	0.3261500488298284	0.1957252827516409	3	d	a	I	3	m	0	0	0	таганрогский		915	таганрог	cVel	sk
узор	5985	slave	#у уз зо ор р#	-0.7750973876164717	0	0	c	0	0.1484045526240215	0.3412845348681368	0.570412136562879	0.5060643567047374	2	d	a	I	1	m	0	0	0	узорный		915	узор	cDent	n
гарнизон	6599	autre	#г га ар рн ни из зо он н#	-2.2099762617907874	0	0	c	0	0.3532149807318285	0.4958832154350013	0.5938664229467673	0.4887942126229213	3	d	a	I	1	m	0	0	0	гарнизонный		914	гарнизон	cDent	n
оратор	6115	autre	#о ор ра ат то ор р#	-1.295517167114138	0	h	0	0	0.3162833357428002	0.4543351289401275	0.3062893086704518	0.3491973156497298	3	ad	a	I	1	m	0	0	0	ораторский		914	оратор	cDent	sk
язь	324	slave	#я яз зь ь#	0.1268968234057039	0	h	0	0	0.2710228634972927	0.6170019851441685	0.3847655039492338	0.1911739584871564	1	d	b	I	2	m	0	0	0	язевый		912	яз	cDent	Ov
спринтер	749	autre	#с сп пр ри ин нт те ер р#	-3.329718425893068	0	h	0	0	0.3031491078800543	0.4469251792913519	0.2870785178118744	0.4554146486011352	2	ad	a	I	1	m	0	0	0	спринтерский		911	спринтер	cDent	sk
люкс	2699	autre	#л лю юк кс с#	-0.5072020179247564	0	0	0	a	0.2153416493043662	0.246564598785132	0.3954681332205563	0.3467081634252655	1	d	a	I	1	m	0	0	0	люксовый		909	люкс	cDent	Ov
конъюнктура	7054	autre	#к ко он нъ ъю юн нк кт ту ур ра а#	-0.5678483425489922	0	0	0	a	0.1407559961541808	0.2221156637184404	0.2409310093070405	0.4109495739158101	4	ad	a	II	1	f	0	0	0	конъюнктурный		907	конъюнктур	cDent	n
гаага	1608	autre	#г га аа аг га а#	1.1441958910918042	p	0	0	0	0.688295224881384	0.2605931532244491	0.195372070184626	0.2345360183311529	3	ad	a	II	3	f	0	0	0	гаагский		906	гааг	cVel	sk
карикатура	3332	autre	#к ка ар ри ик ка ат ту ур ра а#	1.1889388744209295	0	0	0	a	0.2667496001433128	0.3463029141240578	0.4557219692379869	0.4424853737675913	5	ad	a	II	1	f	0	0	0	карикатурный		906	карикатур	cDent	n
фосфор	1806	autre	#ф фо ос сф фо ор р#	-2.174469957706002	0	0	c	0	0.1724532272367258	0.3012330251748003	0.6590815228673637	0.4095628486764301	2	ad	a	I	1	m	0	0	0	фосфорный		906	фосфор	cDent	n
владикавказ	3420	slave	#в вл ла ад ди ик ка ав вк ка аз з#	3.1430647430217062	p	0	0	0	0.6445393278757512	0.268194530019972	0.3163917461604827	0.18966760619865	4	d	a	I	1	m	0	0	0	владикавказский		904	владикавказ	cDent	sk
бамбук	849	autre	#б ба ам мб бу ук к#	-0.1321509403970451	0	0	c	0	0.3089610258132848	0.4000659539540729	0.5620409233507362	0.3805989722306676	2	d	a	I	3	m	0	0	0	бамбуковый		902	бамбук	cVel	Ov
моча	3836	slave	#м мо оч ча а#	1.931507205095067	0	0	c	0	0.1511213050642725	0.3553916392943853	0.6282505275207545	0.4559478127245276	2	d	b	II	4	f	0	0	0	мочевой		901	моч	cAlv	Ov
афон	1654	slave	#а аф фо он н#	-2.388487424917197	p	0	0	0	0.5301677733600736	0.3108540785606042	0.4428185534444743	0.3103444796085747	2	d	a	I	1	m	0	0	0	афонский		898	афон	cDent	sk
фаза	8327	autre	#ф фа аз за а#	1.274612580212502	0	0	0	a	0.2464390319784937	0.2751865625584123	0.4419665929583537	0.4885552834863969	2	ad	a	II	1	f	0	0	0	фазовый		898	фаз	cDent	Ov
агентура	1277	autre	#а аг ге ен нт ту ур ра а#	-0.0967042002128177	0	0	0	a	0.2605340245460973	0.48961824894642	0.3102085056285906	0.3979730474052807	4	ad	a	II	1	f	0	0	0	агентурный		897	агентур	cDent	n
рыжик	2847	slave	#р ры ыж жи ик к#	0.7348929166635265	p	0	0	0	0.4127026449693279	0.4928457046905294	0.347411883817169	0.2901899630427422	2	ad	a	I	3	m	0	0	0	рыжиковый		897	рыжик	cVel	Ov
тобольск	1311	autre	#т то об бо ол ль ьс ск к#	0.1620138400964583	p	0	0	0	0.7084788418047513	0.3326890755399366	0.3420831531300473	0.3122535342697735	2	d	a	I	3	m	0	0	inf	тобольский		894	тобольск	cVel	sk
казначей	1974	autre	#к ка аз зн на ач че ей й#	1.2765450802083884	0	h	0	0	0.2221075105941893	0.5160171173291151	0.2829836796126768	0.3697887959311879	3	d	a	I	6	m	0	0	0	казначейский		891	казначеj	cAlv	sk
витебск	1379	slave	#в ви ит те еб бс ск к#	0.5253903869992853	p	0	0	0	0.7542340029247376	0.2675547049806679	0.2912234427871705	0.2111890124619352	2	ad	a	I	3	m	0	0	inf	витебский		887	витебск	cVel	sk
егерь	2195	autre	#е ег ге ер рь ь#	-1.3537844276038329	0	h	0	0	0.3089462499895635	0.6442825759257671	0.5364076157754525	0.3366770925077176	2	ad	c	I	2	m	0	mouil	0	егерский		885	егер	cDent	sk
ураган	5733	autre	#у ур ра аг га ан н#	-1.052446545135446	0	0	c	0	0.3353857792163571	0.2320279453351935	0.6579250589312589	0.3868558361696725	3	d	a	I	1	m	0	0	0	ураганный		884	ураган	cDent	n
индонезия	868	autre	#и ин нд до он не ез зи ия я#	-3.251368334060009	p	0	0	0	0.6693409359696991	0.356492366562689	0.3131529413543032	0.2491400466855605	5	aad	a	II	7	f	0	0	0	индонезийский		882	индонезиj	cAlv	sk
чек	6503	autre	#ч че ек к#	0.502251181479658	0	0	c	0	0.227724030700014	0.3757669912351875	0.5883505142100512	0.4638807240084258	1	d	a	I	3	m	0	0	0	чековый		882	чек	cVel	Ov
броня	4009	slave	#б бр ро он ня я#	-1.7182698292887029	0	0	c	0	0.1712395279783788	0.3262837152472234	0.5467072810262211	0.4043279407970176	2	ad	a	II	2	f	0	0	0	броневой		877	брон	cDent	Ov
дятел	1780	slave	#д дя ят те ел л#	-0.7417446732295128	0	h	0	0	0.2186803803805637	0.6546902916941212	0.4603458481771765	0.2715750643088001	2	ad	a	I	1	m	1	0	0	дятловый		874	дятл	cDent	Ov
гарвард	737	autre	#г га ар рв ва ар рд д#	-2.167729892626648	p	0	0	0	0.6295627639422076	0.3545081172326124	0.3583212084595591	0.3454012797260536	2	ad	a	I	1	m	0	0	0	гарвардский		872	гарвард	cDent	sk
словарь	8452	slave	#с сл ло ов ва ар рь ь#	0.26322897227565	0	0	c	a	0.2602299995549643	0.2710745320960525	0.5276839143573804	0.3613566550954264	2	d	b	I	2	m	0	0	0	словарный		872	словар	cDent	n
марь	8323	slave	#м ма ар рь ь#	-1.6097434607007657	0	0	c	0	0.2649285681182293	0.425116969147208	0.3051831717665209	0.2378878260009941	1	d	a	III	8	f	0	0	0	маревый		871	мар	cDent	Ov
папироса	8229	autre	#п па ап пи ир ро ос са а#	2.09671156656724	0	0	c	0	0.155364639674576	0.2759379900912785	0.7216435336849976	0.3456982388341092	4	ad	a	II	1	f	0	0	0	папиросный		871	папирос	cDent	n
ввод	7147	slave	#в вв во од д#	1.8695965969314368	0	0	0	a	0.1694301399052912	0.1857985795930435	0.2465422662530802	0.3671286157877945	1	d	a	I	1	m	0	0	0	вводный		868	ввод	cDent	n
депозит	6351	autre	#д де еп по оз зи ит т#	-0.909150385596982	0	0	0	a	0.1695073851734463	0.37299814897443	0.4628751390972582	0.5370149831396714	3	d	a	I	1	m	0	0	0	депозитный		864	депозит	cDent	n
лубянка	1794	slave	#л лу уб бя ян нк ка а#	3.411936734413146	p	0	0	0	0.4542487343933817	0.2724341248553641	0.3599746820080508	0.3113051198481044	3	ad	a	II	3	f	1	0	supp	лубянский		861	лубян	cDent	sk
нейтрон	1735	autre	#н не ей йт тр ро он н#	-0.8820097579609759	0	0	c	0	0.2340543537607661	0.2210021345769146	0.6385580084512013	0.4452200236540395	2	d	a	I	1	m	0	0	0	нейтронный		859	нейтрон	cDent	n
пуля	20070	autre	#п пу ул ля я#	0.1967706969967094	0	0	c	0	0.2090602036755467	0.3368323759283572	0.6318716494058992	0.3500069601718114	2	ad	a	II	2	f	0	0	0	пулевой		859	пул	cDent	Ov
канат	4142	autre	#к ка ан на ат т#	-0.7295244724523757	0	0	c	0	0.1821321433697176	0.3210360529633912	0.6977327846845307	0.3839969127609105	2	d	a	I	1	m	0	0	0	канатный		857	канат	cDent	n
кара	7572	slave	#к ка ар ра а#	1.541096572884317	p	0	0	0	0.4476525484700227	0.395033443476834	0.3152263473046838	0.2252175908660842	2	ad	a	II	1	f	0	0	0	карский		857	кар	cDent	sk
эстафета	5931	autre	#э эс ст та аф фе ет та а#	-0.2229073243310613	0	0	0	a	0.378744072765399	0.3283465300244025	0.30699560075193	0.5478343016303742	4	ad	a	II	1	f	0	0	0	эстафетный		857	эстафет	cDent	n
стенд	5570	autre	#с ст те ен нд д#	-0.0091027583143263	0	0	c	0	0.1806436308626962	0.2646871891776161	0.4673260911510404	0.345110167764301	1	d	a	I	1	m	0	0	0	стендовый		853	стенд	cDent	Ov
аптекарь	1438	autre	#а ап пт те ек ка ар рь ь#	-1.1647562916021426	0	h	0	0	0.3461359279726809	0.5616626607166675	0.3395903199875187	0.3192179563098497	3	ad	a	I	2	m	0	mouil	0	аптекарский		850	аптекар	cDent	sk
барс	12105	autre	#б ба ар рс с#	-1.36878628088323	0	h	0	0	0.318765896660535	0.4605198933075355	0.2881523753194582	0.2369722905949705	1	d	a	I	1	m	0	0	0	барсовый		848	барс	cDent	Ov
пуд	8230	slave	#п пу уд д#	1.1943903044771091	0	0	0	a	0.2138663791001075	0.2865796427471808	0.4733128442564894	0.5956234832284308	1	d	c	I	1	m	0	0	0	пудовый		842	пуд	cDent	Ov
тунгус	832	autre	#т ту ун нг гу ус с#	-0.7892714066397365	p	0	0	0	0.4795862472996523	0.3620224170721437	0.4758366221888721	0.3738970975577664	2	d	a	I	1	m	0	0	0	тунгусский		841	тунгус	cDent	sk
диван	22344	autre	#д ди ив ва ан н#	-1.639782367445556	0	0	c	0	0.1863723255354989	0.2794150625735307	0.6895957047206289	0.3382808971587564	2	d	a	I	1	m	0	0	0	диванный		837	диван	cDent	n
гамбург	3503	autre	#г га ам мб бу ур рг г#	-1.0266491690725	p	0	0	0	0.7486680332291559	0.3246541304750933	0.2179956221696411	0.2205676911974077	2	ad	a	I	3	m	0	0	0	гамбургский		836	гамбург	cVel	sk
килограмм	16401	autre	#к ки ил ло ог гр ра ам мм м#	-1.6550637185187034	0	0	0	a	0.1630974194629951	0.2887052102910338	0.3867861877507049	0.5903582365154187	3	d	a	I	1	m	0	0	0	килограммовый		836	килограмм	cLab	Ov
маргинал	476	autre	#м ма ар рг ги ин на ал л#	-2.7786166574478446	0	h	0	0	0.2322305607756684	0.5318144595568278	0.2875385372831077	0.4273733350113352	3	d	a	I	1	m	0	mouil	0	маргинальный		836	маргинал	cDent	n
силикон	320	autre	#с си ил ли ик ко он н#	-2.634534902653368	0	0	c	0	0.1348372808356988	0.2829670519692798	0.6838088892592363	0.4648756218028351	3	d	a	I	1	m	0	0	0	силиконовый		835	силикон	cDent	Ov
кош	629	slave	#к ко ош ш#	-1.1410327788949717	0	0	c	0	0.3913568140024206	0.4308395185211996	0.4342792895735125	0.2829498002275852	1	d	a	I	4	m	0	0	0	кошевой		834	кош	cAlv	Ov
коридор	34661	autre	#к ко ор ри ид до ор р#	-3.3487601304008674	0	0	c	0	0.1885862215676723	0.2925365492236728	0.5779701311623391	0.3411424458240568	3	d	a	I	1	m	0	0	0	коридорный		833	коридор	cDent	n
чахотка	1782	slave	#ч ча ах хо от тк ка а#	3.8082949810948223	0	0	0	a	0.24044356754111	0.2889142932187374	0.3111287429558172	0.5555359957862214	3	ad	a	II	3	f	1	palat	0	чахоточный		830	чахоточ	cAlv	n
режим	58888	autre	#р ре еж жи им м#	-0.3109478818229427	0	0	0	a	0.2028112417893942	0.2811614023557522	0.3976998655263074	0.4692180512421105	2	d	a	I	1	m	0	0	0	режимный		829	режим	cLab	n
бухара	823	autre	#б бу ух ха ар ра а#	0.9154503566205148	p	0	0	0	0.7081296183284023	0.5041528816945862	0.4263626229172039	0.2336984840868594	3	d	b	II	1	f	0	0	0	бухарский		828	бухар	cDent	sk
навоз	5001	slave	#н на ав во оз з#	1.705676504093836	0	0	c	0	0.167238136257976	0.3549160125982175	0.6274913186081512	0.4516632175809232	2	d	a	I	1	m	0	0	0	навозный		824	навоз	cDent	n
базис	1102	autre	#б ба аз зи ис с#	-0.8227036516762606	0	0	0	a	0.1918403389963442	0.280328837267296	0.5029106040005097	0.5366454332854189	2	ad	a	I	1	m	0	0	0	базисный		822	базис	cDent	n
винт	4529	autre	#в ви ин нт т#	-1.2834407941991404	0	0	c	0	0.1567276191794316	0.3071582981089005	0.6178306906874137	0.4337858752821582	1	d	b	I	1	m	0	0	0	винтовой		822	винт	cDent	Ov
марс	8196	autre	#м ма ар рс с#	-1.892035645311552	p	0	0	0	0.6292179228792447	0.3520344552762604	0.4922914356078781	0.3321239611425649	1	d	a	I	1	m	0	0	0	марсовый		822	марс	cDent	Ov
енисей	3673	autre	#е ен ни ис се ей й#	0.8074196281775952	p	0	0	0	0.6696594212197475	0.375787713854678	0.4270655611813104	0.2734591020389416	3	d	a	I	6	m	0	0	0	енисейский		821	енисеj	cAlv	sk
планета	32607	autre	#п пл ла ан не ет та а#	2.058154398272762	0	0	c	0	0.5640848689383167	0.4693153550102089	0.5063685350511493	0.3866495581048233	3	ad	a	II	1	f	0	0	0	планетный		821	планет	cDent	n
гной	679	slave	#г гн но ой й#	-0.1311554832955014	0	0	c	0	0.1755565832493455	0.3298707913003054	0.5590151279054115	0.4483179527183557	1	d	a	I	6	m	0	0	0	гнойный		817	гноj	cAlv	n
маньчжурия	1112	autre	#м ма ан нь ьч чж жу ур ри ия я#	-3.654754894738167	p	0	0	0	0.6391625214468019	0.4267512259305704	0.3181708112188161	0.2646344371431121	4	aad	a	II	7	f	0	mouil	supp	маньчжурский		817	маньчжур	cDent	sk
дельфин	3757	autre	#д де ел ль ьф фи ин н#	-2.6728232261638243	0	h	0	0	0.2839081961544865	0.6611083412481003	0.4296778511651787	0.2933467567988776	2	d	a	I	1	m	0	0	0	дельфиновый		816	дельфин	cDent	Ov
скиф	1594	slave	#с ск ки иф ф#	0.2638488526879937	0	h	0	0	0.5213910948704458	0.6733547771700084	0.3074174141788036	0.3247342176678994	1	d	a	I	1	m	0	0	0	скифский		815	скиф	cLab	sk
птенец	2636	slave	#п пт те ен не ец ц#	1.9097974414579928	0	h	0	0	0.1629337733755909	0.4792553416810609	0.4677624428308026	0.2533499298057249	2	d	b	I	5	m	1	0	0	птенцовый		814	птенц	cDent	Ov
рефлектор	406	autre	#р ре еф фл ле ек кт то ор р#	-1.3944542797510815	0	0	c	0	0.3102578501732801	0.2995625743899442	0.5808377735327281	0.3815098198596584	3	ad	a	I	1	m	0	0	0	рефлекторный		813	рефлектор	cDent	n
крот	2170	slave	#к кр ро от т#	-1.2103208409124435	0	h	0	0	0.2853111289188599	0.5342262011691887	0.3683783276759011	0.2833820710893631	1	d	b	I	1	m	0	0	0	кротовый		812	крот	cDent	Ov
черенок	1657	slave	#ч че ер ре ен но ок к#	0.5483716747977504	0	0	c	0	0.129975910395064	0.3375816603969394	0.5616393867966891	0.3916442001815635	3	d	b	I	3	m	1	0	0	черенковый		812	черенк	cVel	Ov
материк	4086	slave	#м ма ат те ер ри ик к#	-3.2191575770622505	0	0	c	0	0.4938487051966304	0.4008110833643431	0.5752957311132052	0.3763014641791014	3	d	b	I	3	m	0	0	0	материковый		811	материк	cVel	Ov
белград	4753	slave	#б бе ел лг гр ра ад д#	-0.2857055079976966	p	0	0	0	0.6854342204985943	0.3724091500377094	0.1984797552032075	0.1956147506124024	2	d	a	I	1	m	0	0	0	белградский		808	белград	cDent	sk
кварц	1067	autre	#к кв ва ар рц ц#	-1.3374929730696108	0	0	c	0	0.1841069557711052	0.2869876377006746	0.6929089016329119	0.398928591972175	1	d	a	I	5	m	0	0	0	кварцевый		808	кварц	cDent	Ov
изобилие	4689	slave	#и из зо об би ил ли ие е#	1.4949798833389294	0	0	0	a	0.2080303753766903	0.329781721469025	0.4405437077352416	0.4560021442689412	5	aad	a	I	7	n	0	0	supp	изобильный		807	изобил	cDent	n
тюрк	401	autre	#т тю юр рк к#	0.1160516436537214	0	h	0	0	0.4699546472702308	0.6511993491039062	0.3403424316500988	0.3504073153174887	1	d	a	I	3	m	0	0	0	тюркский		807	тюрк	cVel	sk
лом	4633	slave	#л ло ом м#	-0.4912071842768475	0	0	c	0	0.1950388523227323	0.2916683761211217	0.5274344372073203	0.3638912233218047	1	d	c	I	1	m	0	0	0	ломовой		803	лом	cLab	Ov
частота	10162	slave	#ч ча ас ст то от та а#	1.79197824822828	0	0	0	a	0.1532662227913327	0.3431151317792872	0.4676997921298606	0.5537255146837977	3	d	d	II	1	f	0	0	0	частотный		803	частот	cDent	n
урожай	13730	slave	#у ур ро ож жа ай й#	0.0610062887222526	0	0	c	0	0.1463829762165736	0.3209197185425497	0.5620926094885931	0.451725374904745	3	d	a	I	6	m	0	0	0	урожайный		798	урожаj	cAlv	n
бенгалия	128	autre	#б бе ен нг га ал ли ия я#	-3.1388715606147923	p	0	0	0	0.6380206733518012	0.45690225391481	0.2669621647774323	0.2809036656277536	4	aad	a	II	7	f	0	0	supp	бенгальский		796	бенгал	cDent	sk
въезд	7811	slave	#в въ ъе ез зд д#	1.0197173131256594	0	0	0	a	0.2231442732233457	0.2275753721460261	0.3468440656171609	0.377292629904849	1	d	a	I	1	m	0	0	0	въездной		794	въезд	cDent	n
аравия	1389	autre	#а ар ра ав ви ия я#	-3.6505106977461934	p	0	0	0	0.4863154823310908	0.3008128007005249	0.2528887263613582	0.2034680688098416	4	aad	a	II	7	f	0	0	0	аравийский		793	аравиj	cAlv	sk
табель	1225	autre	#т та аб бе ел ль ь#	-1.3096753900845135	0	0	c	0	0.1261859954914924	0.2604274305632433	0.3311119911125063	0.3251398386107794	2	ad	a	I	2	m	0	0	0	табельный		792	табел	cDent	n
шельф	4331	autre	#ш ше ел ль ьф ф#	-0.6904231445070247	0	0	c	0	0.3660056131242536	0.3155283781411589	0.4599691860852039	0.3603506047623057	1	d	a	I	1	m	0	0	0	шельфовый		792	шельф	cLab	Ov
репертуар	5752	autre	#р ре еп пе ер рт ту уа ар р#	-2.517775286391456	0	0	0	a	0.2678548660508282	0.3426764231191338	0.4436255476680039	0.4592445880493588	4	d	a	I	1	m	0	0	0	репертуарный		791	репертуар	cDent	n
тирасполь	2413	autre	#т ти ир ра ас сп по ол ль ь#	-0.0467740634150533	p	0	0	0	0.608487905656957	0.1985022803379429	0.2533329483631891	0.2294355290148503	3	ad	a	I	2	m	0	0	0	тираспольский		791	тираспол	cDent	sk
карантин	2682	autre	#к ка ар ра ан нт ти ин н#	-2.8016885202905777	0	0	0	a	0.2275306779869331	0.2838297504988821	0.3775371516533674	0.403959749236425	3	d	a	I	1	m	0	0	0	карантинный		788	карантин	cDent	n
летопись	5971	slave	#л ле ет то оп пи ис сь ь#	-0.3897856209860277	0	0	0	a	0.3770922229506389	0.401454756713879	0.4026727890128282	0.4914649630214701	3	aad	a	III	8	f	0	mouil	0	летописный		788	летопис	cDent	n
окраина	11335	slave	#о ок кр ра аи ин на а#	2.3154975949032	0	0	c	0	0.3711000795811516	0.2401106452691016	0.5056776241789992	0.3685070914522599	4	aad	a	II	1	f	0	0	0	окраинный		787	окраин	cDent	n
циркуляр	1461	autre	#ц ци ир рк ку ул ля яр р#	-1.8828626884331068	0	0	c	0	0.2251619018412435	0.277018325628837	0.4197553044974852	0.505766696313108	3	d	a	I	1	m	0	0	0	циркулярный		785	циркуляр	cDent	n
оксфорд	1214	autre	#о ок кс сф фо ор рд д#	0.0705424569709106	p	0	0	0	0.699232718284548	0.381952101977355	0.3236378170906765	0.2733275020170397	2	ad	a	I	1	m	0	0	0	оксфордский		784	оксфорд	cDent	sk
иверия	5	autre	#и ив ве ер ри ия я#	-3.636340482495634	p	0	0	0	0.5302602878311827	0.4083225048759914	0.2404039351008225	0.2221462915149885	4	aad	a	II	7	f	0	mouil	supp	иверский		782	ивер	cDent	sk
ярмарка	10468	autre	#я яр рм ма ар рк ка а#	1.6795132503505483	0	0	c	0	0.2432192866531134	0.2800347111770428	0.5235720080334207	0.4350931206809003	3	aad	a	II	3	f	1	palat	0	ярмарочный		782	ярмароч	cAlv	n
флагман	705	autre	#ф фл ла аг гм ма ан н#	-2.463189417418137	0	0	c	0	0.3457625991772977	0.3837343030251395	0.5314453903345371	0.3122308814356447	2	ad	a	I	1	m	0	0	0	флагманский		780	флагман	cDent	sk
лотерея	3663	autre	#л ло от те ер ре ея я#	-1.8768187993742456	0	0	0	a	0.2244676827936119	0.2888411134889595	0.3817491622182055	0.4464777535632686	4	ad	a	II	6	f	0	0	0	лотерейный		778	лотереj	cAlv	n
туберкулез	3712	autre	#т ту уб бе ер рк ку ул ле ез з#	-0.764088205330076	0	0	0	a	0.2298467416321521	0.305330207037771	0.3879670085196987	0.6068545046787402	4	d	a	I	1	m	0	0	0	туберкулезный		778	туберкулез	cDent	n
цитрус	117	autre	#ц ци ит тр ру ус с#	-1.5818990494988563	0	0	c	0	0.2751333943224481	0.382732979895868	0.6622250191038435	0.4367705258242372	2	ad	a	I	1	m	0	0	0	цитрусовый		777	цитрус	cDent	Ov
кисея	652	autre	#к ки ис се ея я#	-1.7147058226872376	0	0	c	0	0.1978347476111829	0.3873449520632031	0.6912699532803277	0.4694578151096711	3	d	b	II	6	f	0	0	0	кисейный		771	кисеj	cAlv	n
риэлтор	1929	autre	#р ри иэ эл лт то ор р#	-1.719622027677627	0	h	0	0	0.2870728279655735	0.5710431607005544	0.3288189784699914	0.3306155438581175	3	ad	a	I	1	m	0	0	0	риэлторский		771	риэлтор	cDent	sk
ливень	5083	slave	#л ли ив ве ен нь ь#	0.6164199821059256	0	0	c	0	0.2081802223793842	0.2542841851812209	0.6619941726435516	0.4553941927299451	2	ad	a	I	2	m	1	0	0	ливневый		770	ливн	cDent	Ov
пахота	750	slave	#п па ах хо от та а#	2.7250690349613054	0	0	0	a	0.1878252232544302	0.3191654903045798	0.5267645121062878	0.4199861610937377	3	aad	a	II	1	f	0	0	0	пахотный		770	пахот	cDent	n
кислота	17341	slave	#к ки ис сл ло от та а#	1.2096098106091526	0	0	c	0	0.1602588194104796	0.288434904804041	0.6479019128811778	0.4169377711416789	3	d	d	II	1	f	0	0	0	кислотный		768	кислот	cDent	n
курляндия	392	autre	#к ку ур рл ля ян нд ди ия я#	-3.2976115510286568	p	0	0	0	0.6976431065017975	0.4351848027898691	0.2649304012588771	0.2947661746670733	4	aad	a	II	7	f	0	mouil	supp	курляндский		768	курлянд	cDent	sk
трикотаж	513	autre	#т тр ри ик ко от та аж ж#	-2.1680666610496324	0	0	c	0	0.2367408501976685	0.2697622448653437	0.5439599465527649	0.4326359822783099	3	d	a	I	4	m	0	0	0	трикотажный		766	трикотаж	cAlv	n
биатлон	253	autre	#б би иа ат тл ло он н#	-1.7443497424943302	0	0	0	a	0.4291652014400619	0.2539758422148846	0.2491154358680187	0.4650890131157868	3	d	a	I	1	m	0	0	0	биатлонный		764	биатлон	cDent	n
екатеринослав	1349	slave	#е ек ка ат те ер ри ин но ос сл ла ав в#	-1.7317155298005782	p	0	0	0	0.7196652130291553	0.2777610529385674	0.3506045708953195	0.234713447785497	6	d	a	I	1	m	0	0	0	екатеринославский		763	екатеринослав	cLab	sk
малек	1103	slave	#м ма ал ле ек к#	-0.788812495528266	0	h	0	0	0.2104041767012963	0.4644367284661176	0.3637675196307278	0.2122382961764418	2	d	b	I	3	m	1	0	0	мальковый		763	мальк	cVel	Ov
номенклатура	2275	autre	#н но ом ме ен нк кл ла ат ту ур ра а#	2.1609057103550784	0	0	0	a	0.1531797469824238	0.2303865556873399	0.3194835669570349	0.4248670809268716	5	ad	a	II	1	f	0	0	0	номенклатурный		763	номенклатур	cDent	n
бейсбол	489	autre	#б бе ей йс сб бо ол л#	-0.2619195938489136	0	0	0	a	0.3783477333580952	0.2967012859386772	0.2657962139527769	0.4467207706432776	2	d	a	I	1	m	0	mouil	0	бейсбольный		761	бейсбол	cDent	n
жеребец	3257	slave	#ж же ер ре еб бе ец ц#	-0.1562545918745065	0	h	0	0	0.2333653884174623	0.5535859552376572	0.424345595326214	0.2858219846634934	3	d	b	I	5	m	1	0	0	жеребцовый		758	жеребц	cDent	Ov
торпеда	1703	autre	#т то ор рп пе ед да а#	0.9728694308354886	0	0	c	0	0.2410096841618901	0.3438728041647508	0.6423247155694335	0.382159938755184	3	ad	a	II	1	f	0	0	0	торпедный		758	торпед	cDent	n
алжир	2802	autre	#а ал лж жи ир р#	-2.188650825966292	p	0	0	0	0.7043611225088803	0.3709874146295275	0.3054970889632208	0.2370747121959229	2	d	a	I	1	m	0	0	0	алжирский		757	алжир	cDent	sk
парашют	4099	autre	#п па ар ра аш шю ют т#	-0.6956433944674323	0	0	c	0	0.2319638199796028	0.3559236572583926	0.5319582246370809	0.3568837658021883	3	d	a	I	1	m	0	0	0	парашютный		756	парашют	cDent	n
страсбург	1985	autre	#с ст тр ра ас сб бу ур рг г#	-0.350923845105634	p	0	0	0	0.6966114505081058	0.3508159782274177	0.2750551212013966	0.2652717402339341	2	ad	a	I	3	m	0	0	0	страсбургский		756	страсбург	cVel	sk
хельсинки	2994	autre	#х хе ел ль ьс си ин нк ки и#	-1.5026969615029806	p	0	0	0	0.637003213189657	0.2314409369633895	0.2072840115755657	0.2230410573723291	3	aad	0	I	0	m	0	mouil	supp	хельсинкский		755	хельсинк	cVel	sk
аккумулятор	3886	autre	#а ак кк ку ум му ул ля ят то ор р#	-2.6057882634735305	0	0	c	0	0.1631887095654393	0.292061993014241	0.5710036593297134	0.4269658907559554	5	ad	a	I	1	m	0	0	0	аккумуляторный		754	аккумулятор	cDent	n
чикаго	4778	autre	#ч чи ик ка аг го о#	1.693175845406686	p	0	0	0	0.8108066914964267	0.3191747654549809	0.3414397186851604	0.2882650231300047	3	ad	0	I	0	m	0	0	supp	чикагский		754	чикаг	cVel	sk
колыма	1924	autre	#к ко ол лы ым ма а#	0.3056635058808865	p	0	0	0	0.644281058913112	0.4192553668396105	0.4010159616976302	0.2903033812471687	3	d	a	II	1	f	0	0	0	колымский		752	колым	cLab	sk
совхоз	4952	slave	#с со ов вх хо оз з#	1.1122488419502985	0	0	0	a	0.3249512191895247	0.3521301452027322	0.4923043234451196	0.4896458816562133	2	d	a	I	1	m	0	0	0	совхозный		752	совхоз	cDent	n
респиратор	375	autre	#р ре ес сп пи ир ра ат то ор р#	-1.5483222121764175	0	0	c	0	0.102958414566563	0.2449385470884736	0.4225324979909209	0.3300071686415048	4	ad	a	I	1	m	0	0	0	респираторный		750	респиратор	cDent	n
нигерия	473	autre	#н ни иг ге ер ри ия я#	-2.8871689002517225	p	0	0	0	0.6658946436226213	0.362018429920009	0.2779342978864608	0.252803000045758	4	aad	a	II	7	f	0	0	0	нигерийский		749	нигериj	cAlv	sk
